Startup name,Region,Industry,Funding Rounds,Funding Amount (M USD),Valuation (M USD),Revenue (M USD),Employees,Market Share (%),Profitable,Exit Status,years
Startup_7624,Asia,E-commerce,0,21.8,74.72,2.44,487,10.11,0,IPO,10
Startup_7625,Asia,Biotech,3,7.05,84.26,4.3,405,3.97,0,Operating,11
Startup_7626,South America,Healthtech,1,25.34,92.41,3.36,273,7.34,0,Acquired,5
Startup_7627,Europe,SaaS,0,2.91,5.24,22.88,228,16.34,0,Operating,13
Startup_7628,Africa,E-commerce,5,4.69,96.51,15.52,341,6.04,1,Operating,6
Startup_7629,USA,Fintech,4,30.97,7.91,7.58,266,16.07,0,IPO,1
Startup_7630,Africa,Biotech,5,20.11,15.93,1.91,248,8.97,1,IPO,9
Startup_7631,Europe,Edtech,4,2.03,177.18,9.0,195,15.88,0,Closed,5
Startup_7632,Europe,E-commerce,2,64.09,7.79,4.38,175,20.7,0,IPO,4
Startup_7633,South America,Fintech,1,28.75,14.46,0.38,430,32.99,0,IPO,0
Startup_7634,Asia,Biotech,4,16.09,20.46,11.69,175,23.34,0,Operating,9
Startup_7635,Asia,Biotech,1,8.4,82.05,2.95,488,1.65,1,Operating,10
Startup_7636,Europe,Healthtech,2,1.97,19.35,2.67,157,7.87,1,Acquired,1
Startup_7637,South America,Biotech,5,8.87,87.43,10.9,316,30.15,1,Acquired,7
Startup_7638,South America,Edtech,3,7.8,11.51,20.51,439,32.38,1,IPO,7
Startup_7639,USA,Biotech,3,1.63,45.94,3.31,71,26.69,0,Operating,6
Startup_7640,Asia,AI,1,30.63,160.61,15.03,60,11.06,1,IPO,2
Startup_7641,Europe,Fintech,3,10.73,2.09,21.69,115,37.05,0,Closed,0
Startup_7642,Africa,AI,0,44.06,119.6,2.37,195,9.65,1,Operating,1
Startup_7643,Asia,Biotech,2,3.44,9.01,24.94,19,3.26,0,IPO,7
Startup_7644,USA,Edtech,2,7.64,43.49,3.33,451,12.51,0,IPO,8
Startup_7645,South America,Fintech,5,6.54,2.5,2.46,306,10.1,0,Operating,13
Startup_7646,Europe,Fintech,4,40.07,42.35,4.47,257,20.72,1,Operating,13
Startup_7647,Asia,Biotech,4,14.17,47.73,2.59,22,12.82,0,Closed,5
Startup_7648,Africa,Edtech,2,3.06,82.43,8.5,14,38.21,1,Acquired,3
Startup_7649,USA,Healthtech,2,8.85,26.9,6.4,137,29.34,1,Operating,13
Startup_7650,USA,Fintech,4,57.36,123.7,11.08,426,15.84,0,Operating,3
Startup_7651,Asia,Edtech,1,16.04,23.13,12.88,473,1.11,0,Closed,14
Startup_7652,Africa,E-commerce,4,0.75,4.8,0.85,176,34.52,0,Operating,10
Startup_7653,USA,AI,2,1.19,24.45,1.67,133,21.73,0,Operating,9
Startup_7654,Europe,Fintech,1,5.38,18.28,15.59,57,8.73,0,Operating,5
Startup_7655,USA,E-commerce,1,19.42,29.57,0.69,304,23.71,1,Operating,14
Startup_7656,Africa,Fintech,6,5.63,11.13,10.75,285,8.48,0,Acquired,12
Startup_7657,South America,Healthtech,1,37.96,23.13,10.89,47,9.29,0,IPO,12
Startup_7658,South America,Biotech,3,19.85,108.68,13.36,161,20.32,0,Operating,0
Startup_7659,Asia,Edtech,2,7.15,52.84,2.47,430,13.16,0,Acquired,13
Startup_7660,Africa,Fintech,3,10.02,11.04,1.64,486,9.63,1,Operating,5
Startup_7661,USA,Edtech,1,9.41,2.72,5.98,115,43.59,1,Operating,1
Startup_7662,USA,SaaS,7,7.54,12.21,0.44,447,12.74,0,IPO,10
Startup_7663,South America,Fintech,3,19.88,26.31,18.44,87,13.67,0,Closed,11
Startup_7664,South America,Healthtech,5,4.5,22.87,13.73,186,18.69,0,Operating,4
Startup_7665,Europe,Healthtech,2,6.91,94.35,21.6,55,4.78,1,Operating,9
Startup_7666,South America,Biotech,5,1.78,44.09,0.72,176,20.43,0,Acquired,8
Startup_7667,Europe,Biotech,3,9.43,92.41,25.37,314,7.03,0,Acquired,8
Startup_7668,USA,E-commerce,3,1.33,339.59,14.13,443,15.56,0,IPO,0
Startup_7669,Europe,Healthtech,3,0.36,17.15,1.2,279,26.57,1,Operating,14
Startup_7670,Europe,Edtech,1,20.77,32.45,1.11,488,31.0,0,IPO,11
Startup_7671,Asia,SaaS,5,3.55,61.13,23.02,260,30.87,1,Operating,3
Startup_7672,South America,Healthtech,8,0.72,35.85,6.28,257,7.45,0,Acquired,14
Startup_7673,Europe,Fintech,6,1.42,19.79,67.68,193,35.26,1,Operating,5
Startup_7674,USA,Healthtech,3,4.44,84.7,10.08,16,51.42,0,IPO,12
Startup_7675,Africa,SaaS,3,25.52,111.48,11.64,292,15.46,1,Acquired,9
Startup_7676,Europe,Edtech,4,0.24,16.3,6.31,218,16.01,0,IPO,10
Startup_7677,South America,Fintech,3,25.93,16.53,5.74,133,26.49,1,Operating,7
Startup_7678,Asia,E-commerce,5,18.18,41.9,16.19,261,25.67,0,Operating,3
Startup_7679,USA,E-commerce,7,14.43,84.75,5.96,233,35.35,0,IPO,9
Startup_7680,Asia,E-commerce,2,48.0,36.69,6.9,284,19.97,0,Operating,9
Startup_7681,Africa,Biotech,2,35.39,3.1,4.96,337,24.98,0,Acquired,5
Startup_7682,Europe,Fintech,3,10.85,17.48,2.19,245,22.33,0,Acquired,4
Startup_7683,Europe,E-commerce,2,0.13,34.94,18.9,309,31.33,0,Acquired,6
Startup_7684,South America,Biotech,2,24.8,66.72,2.49,96,3.68,0,Closed,3
Startup_7685,Europe,Healthtech,4,0.98,74.57,3.59,485,10.4,0,Acquired,9
Startup_7686,USA,Fintech,7,6.52,69.78,8.98,94,2.53,0,IPO,6
Startup_7687,Africa,Fintech,2,13.59,4.98,3.95,277,28.98,1,Acquired,1
Startup_7688,Asia,Fintech,1,2.09,47.86,4.36,285,5.92,1,Operating,5
Startup_7689,Africa,AI,2,22.74,27.71,0.04,67,5.29,1,Operating,2
Startup_7690,Europe,Biotech,4,7.75,18.81,16.15,420,19.36,0,Operating,6
Startup_7691,Asia,Edtech,1,8.98,87.9,6.82,6,40.32,0,Operating,10
Startup_7692,South America,AI,2,20.9,22.19,2.18,367,7.17,0,IPO,7
Startup_7693,Africa,AI,6,10.16,10.08,12.45,290,11.36,0,Operating,0
Startup_7694,Asia,AI,1,5.09,59.49,10.67,118,10.84,0,IPO,0
Startup_7695,Asia,Edtech,2,3.89,7.28,4.72,210,0.77,1,IPO,5
Startup_7696,Asia,AI,1,25.75,17.4,8.63,81,23.64,0,Operating,9
Startup_7697,USA,E-commerce,1,27.77,29.39,10.99,169,24.67,1,Closed,9
Startup_7698,Africa,Fintech,1,4.36,7.64,0.64,249,5.21,0,Operating,4
Startup_7699,Asia,Fintech,3,7.68,16.94,5.41,79,52.29,0,Closed,2
Startup_7700,Africa,Biotech,2,62.75,51.31,7.44,63,7.85,1,Acquired,10
Startup_7701,Asia,Healthtech,2,82.99,40.76,12.85,177,27.06,1,IPO,6
Startup_7702,South America,SaaS,3,17.6,92.98,4.81,436,22.92,0,Operating,4
Startup_7703,South America,E-commerce,3,28.29,7.59,1.87,77,31.11,0,Operating,1
Startup_7704,South America,Edtech,4,27.59,99.7,0.94,232,7.81,0,Closed,0
Startup_7705,Europe,SaaS,5,10.07,3.93,16.57,26,10.54,0,Operating,6
Startup_7706,Asia,Fintech,2,0.99,68.02,6.52,328,32.81,0,Operating,12
Startup_7707,Europe,AI,2,27.0,11.59,2.6,483,9.57,0,Closed,3
Startup_7708,Africa,Biotech,7,2.92,116.7,16.34,175,10.11,0,Acquired,8
Startup_7709,Europe,Biotech,2,6.86,2.12,16.71,234,4.69,1,IPO,1
Startup_7710,Africa,Healthtech,3,7.58,43.4,10.53,247,15.93,0,Operating,6
Startup_7711,Africa,Healthtech,5,8.59,0.65,1.28,376,17.87,0,IPO,4
Startup_7712,Africa,Fintech,7,12.54,66.6,3.62,493,23.59,1,Closed,1
Startup_7713,Europe,E-commerce,5,13.93,1.72,21.41,197,46.25,0,Acquired,4
Startup_7714,Asia,Biotech,6,13.21,64.94,1.3,187,29.6,0,IPO,1
Startup_7715,Europe,SaaS,4,3.56,82.65,12.06,151,10.7,1,Operating,7
Startup_7716,Asia,Healthtech,4,20.93,112.94,2.96,68,5.73,0,IPO,11
Startup_7717,Asia,Fintech,5,31.23,22.27,0.35,13,8.6,1,Operating,7
Startup_7718,Africa,E-commerce,3,12.39,39.1,11.68,208,18.17,1,Operating,4
Startup_7719,Europe,Fintech,1,36.44,66.12,3.08,427,9.93,0,Operating,5
Startup_7720,Asia,Fintech,11,11.75,85.94,13.59,175,14.62,0,Acquired,14
Startup_7721,South America,E-commerce,3,16.8,76.36,4.57,166,16.37,0,IPO,12
Startup_7722,Asia,E-commerce,7,1.44,94.13,2.48,463,18.88,0,Acquired,9
Startup_7723,South America,E-commerce,1,3.18,113.96,24.08,233,27.19,0,Operating,14
Startup_7724,Europe,Fintech,2,29.16,52.54,4.39,323,25.14,1,Closed,4
Startup_7725,Europe,Healthtech,5,5.73,9.56,24.59,436,13.02,0,IPO,2
Startup_7726,Europe,Edtech,2,1.97,89.63,32.51,179,12.1,1,Operating,4
Startup_7727,Asia,Edtech,2,16.8,31.11,5.22,405,16.46,0,Acquired,9
Startup_7728,USA,Fintech,1,1.98,2.6,12.67,213,21.23,0,Operating,10
Startup_7729,Asia,Fintech,6,23.04,49.19,5.05,379,44.31,0,Operating,13
Startup_7730,Asia,Healthtech,2,23.37,65.0,10.68,212,8.41,1,Acquired,12
Startup_7731,Africa,E-commerce,2,12.07,30.61,14.78,48,32.14,1,Acquired,10
Startup_7732,Africa,Fintech,4,23.15,35.33,10.17,411,9.95,1,Closed,13
Startup_7733,Asia,Biotech,6,32.13,39.92,3.42,367,41.09,0,Operating,0
Startup_7734,South America,AI,2,4.4,14.55,3.68,300,26.01,0,Closed,10
Startup_7735,Africa,E-commerce,2,20.97,23.42,19.78,364,25.73,1,Acquired,3
Startup_7736,Asia,Biotech,5,23.58,82.22,8.3,16,27.52,0,Operating,14
Startup_7737,USA,Fintech,1,4.32,1.52,23.18,219,13.06,1,Operating,14
Startup_7738,South America,AI,1,25.96,40.7,5.43,311,19.42,0,Closed,14
Startup_7739,Europe,Biotech,2,25.43,1.61,3.06,215,20.79,1,IPO,7
Startup_7740,Asia,SaaS,0,3.42,11.26,9.37,310,23.79,0,Acquired,14
Startup_7741,Asia,Healthtech,1,7.64,23.33,22.07,484,6.2,0,IPO,14
Startup_7742,South America,AI,2,56.66,10.32,6.96,197,22.37,0,Closed,2
Startup_7743,Africa,Fintech,6,1.48,94.36,3.25,83,29.68,0,Acquired,3
Startup_7744,Africa,Edtech,3,5.2,102.09,2.5,436,38.73,1,Operating,5
Startup_7745,Africa,Biotech,2,17.29,8.3,5.96,28,3.27,0,Operating,4
Startup_7746,Europe,Fintech,0,69.28,111.44,19.26,193,12.24,0,IPO,5
Startup_7747,South America,Edtech,5,5.95,13.07,3.36,58,12.25,1,Acquired,5
Startup_7748,South America,Healthtech,2,33.94,0.61,8.07,57,9.03,0,Acquired,12
Startup_7749,Africa,Healthtech,1,9.16,66.75,1.9,309,34.09,0,Acquired,14
Startup_7750,Africa,E-commerce,3,8.69,36.51,13.59,128,23.9,1,Operating,9
Startup_7751,USA,Biotech,1,110.72,34.5,6.15,377,4.29,1,IPO,1
Startup_7752,USA,E-commerce,2,33.99,0.14,2.73,350,9.12,0,Acquired,12
Startup_7753,Asia,Edtech,2,5.71,192.07,14.06,172,19.76,0,Operating,0
Startup_7754,Asia,Edtech,3,4.11,89.36,13.02,387,0.47,1,IPO,9
Startup_7755,South America,Healthtech,2,1.76,171.23,0.34,412,13.16,1,Closed,11
Startup_7756,South America,AI,5,13.18,13.96,5.83,462,1.34,0,Operating,13
Startup_7757,Europe,Edtech,5,8.14,46.28,8.99,458,11.63,1,Closed,3
Startup_7758,Europe,Edtech,4,9.59,68.67,2.96,454,24.79,0,Acquired,2
Startup_7759,USA,Biotech,2,11.29,81.31,0.58,385,37.54,1,Operating,12
Startup_7760,Asia,AI,1,94.31,76.1,3.34,38,27.28,0,Acquired,0
Startup_7761,USA,E-commerce,0,0.06,42.47,20.18,406,12.38,0,Operating,9
Startup_7762,USA,E-commerce,2,11.1,1.61,4.15,348,3.19,0,Operating,5
Startup_7763,Asia,Edtech,2,1.34,255.61,15.45,464,28.26,0,Closed,2
Startup_7764,Europe,Biotech,3,22.36,6.1,12.11,156,15.89,1,Operating,6
Startup_7765,Asia,E-commerce,5,1.03,9.97,31.84,76,0.15,1,IPO,8
Startup_7766,Africa,E-commerce,3,29.12,86.99,20.56,133,9.4,0,Operating,8
Startup_7767,Africa,SaaS,4,40.47,5.3,28.4,177,5.06,0,Operating,13
Startup_7768,Africa,Biotech,2,70.67,12.0,0.24,413,9.03,1,Operating,1
Startup_7769,South America,E-commerce,7,2.58,1.03,3.53,14,11.42,0,IPO,8
Startup_7770,Europe,Healthtech,4,77.16,8.52,20.62,104,29.99,0,Closed,6
Startup_7771,Europe,Fintech,8,10.63,53.79,4.66,301,8.29,1,Acquired,3
Startup_7772,South America,Edtech,3,20.02,22.36,0.54,11,9.8,1,IPO,13
Startup_7773,USA,Edtech,6,0.0,7.26,26.4,311,6.53,1,Acquired,14
Startup_7774,Africa,Healthtech,2,9.25,15.33,6.01,97,6.18,0,Acquired,9
Startup_7775,Africa,Fintech,5,8.7,70.06,0.53,286,27.81,1,Closed,3
Startup_7776,USA,Fintech,5,14.02,40.69,3.34,494,4.34,0,Operating,6
Startup_7777,Asia,Healthtech,5,2.84,32.32,19.36,231,4.96,0,IPO,9
Startup_7778,Asia,AI,2,23.44,2.39,15.59,164,11.42,1,Operating,3
Startup_7779,Europe,AI,1,18.11,35.84,58.95,182,7.51,0,Closed,9
Startup_7780,South America,Fintech,4,4.78,32.84,5.8,123,7.16,1,Acquired,4
Startup_7781,Europe,AI,4,82.25,29.25,3.6,300,52.25,1,Operating,3
Startup_7782,Asia,AI,4,0.11,33.42,1.43,100,20.01,0,Operating,13
Startup_7783,USA,AI,5,8.19,3.86,3.54,293,22.78,1,Operating,5
Startup_7784,Europe,Fintech,2,6.07,135.16,2.23,342,20.79,0,Closed,3
Startup_7785,Africa,AI,2,16.42,18.27,11.03,363,14.72,1,Operating,7
Startup_7786,Africa,Edtech,1,43.86,52.85,14.53,90,6.79,1,Acquired,14
Startup_7787,USA,SaaS,1,21.45,22.24,16.28,275,12.4,1,Operating,12
Startup_7788,Asia,Fintech,3,0.98,19.87,13.95,237,6.45,1,IPO,2
Startup_7789,Africa,Healthtech,4,39.81,64.55,6.74,411,1.68,0,Operating,0
Startup_7790,Africa,AI,2,6.16,27.13,4.98,109,16.0,0,Operating,1
Startup_7791,South America,E-commerce,3,2.34,47.84,1.06,489,21.0,0,Operating,0
Startup_7792,Europe,Fintech,6,11.33,16.03,8.64,145,14.74,0,IPO,8
Startup_7793,Asia,Biotech,2,45.8,15.43,6.03,26,17.06,0,Operating,12
Startup_7794,Europe,Healthtech,2,0.7,11.1,2.79,497,8.18,0,Operating,3
Startup_7795,Asia,SaaS,4,19.65,17.9,16.22,90,19.37,0,Operating,4
Startup_7796,Africa,Edtech,2,8.08,3.36,12.42,324,35.06,0,Acquired,14
Startup_7797,South America,Biotech,4,19.49,4.05,8.4,353,22.68,0,Closed,5
Startup_7798,Europe,Healthtech,2,6.19,95.84,2.24,135,11.71,1,Operating,4
Startup_7799,Africa,AI,5,68.28,16.42,8.44,23,18.87,0,IPO,4
Startup_7800,Asia,E-commerce,1,2.42,38.65,2.28,240,6.98,1,Closed,8
Startup_7801,Europe,AI,3,3.44,34.3,13.18,309,10.71,1,Operating,5
Startup_7802,Europe,Healthtech,4,0.93,50.28,1.89,104,17.99,0,Acquired,14
Startup_7803,Africa,Fintech,3,31.69,52.2,13.45,439,17.27,0,Operating,1
Startup_7804,Europe,Biotech,0,1.97,22.85,7.78,171,6.4,1,IPO,8
Startup_7805,South America,E-commerce,3,6.48,7.16,37.57,202,42.07,1,IPO,4
Startup_7806,South America,Biotech,3,4.6,9.77,6.29,274,6.77,0,IPO,8
Startup_7807,Africa,Biotech,3,8.72,22.26,2.74,160,9.72,0,IPO,13
Startup_7808,Asia,E-commerce,1,29.03,41.06,18.3,419,21.63,0,Closed,14
Startup_7809,Africa,Healthtech,3,59.99,47.63,8.68,189,18.94,1,Acquired,14
Startup_7810,South America,SaaS,4,42.22,134.67,7.7,177,11.41,0,IPO,12
Startup_7811,USA,SaaS,1,36.8,18.21,1.11,478,4.59,0,Acquired,5
Startup_7812,USA,AI,0,10.81,5.79,4.79,119,21.41,0,Operating,0
Startup_7813,Europe,Healthtech,7,32.37,38.57,0.05,394,20.3,1,Operating,8
Startup_7814,Europe,E-commerce,3,30.03,3.45,2.43,302,22.72,0,Operating,12
Startup_7815,USA,Healthtech,2,5.69,9.05,7.45,7,1.48,0,Acquired,7
Startup_7816,South America,E-commerce,2,6.09,40.39,6.41,397,18.92,1,Operating,12
Startup_7817,Europe,Biotech,1,13.82,129.16,8.38,263,19.22,1,Closed,0
Startup_7818,Africa,AI,3,66.2,10.88,20.26,85,26.15,0,IPO,13
Startup_7819,Africa,Fintech,3,2.28,22.51,3.01,287,2.19,1,Acquired,6
Startup_7820,South America,Biotech,2,89.13,29.25,11.3,55,12.82,0,Closed,4
Startup_7821,Europe,Fintech,4,3.46,153.41,8.01,18,21.45,0,Operating,10
Startup_7822,Africa,Healthtech,4,13.3,66.52,17.18,361,31.29,1,Acquired,2
Startup_7823,Europe,E-commerce,4,7.25,20.18,3.11,492,34.2,0,Operating,12
Startup_7824,Europe,Fintech,1,10.89,15.83,46.34,243,25.17,0,Acquired,1
Startup_7825,Africa,Biotech,4,63.32,36.54,10.9,181,24.0,1,IPO,11
Startup_7826,USA,E-commerce,5,19.98,24.01,0.41,264,9.22,0,Operating,10
Startup_7827,Africa,AI,1,7.06,47.96,0.05,238,17.77,1,Operating,13
Startup_7828,South America,Biotech,6,19.8,38.26,20.24,180,19.82,0,Operating,8
Startup_7829,Asia,Healthtech,1,12.04,1.72,3.03,204,13.54,1,Acquired,13
Startup_7830,Africa,E-commerce,7,57.42,3.87,2.71,399,0.62,0,Operating,6
Startup_7831,Europe,Healthtech,2,8.7,7.2,7.98,321,5.09,0,Operating,14
Startup_7832,Europe,E-commerce,4,17.56,52.6,1.86,90,6.2,0,Acquired,10
Startup_7833,Africa,Biotech,2,37.87,189.16,3.41,440,16.78,0,Operating,1
Startup_7834,Asia,SaaS,3,63.81,30.13,7.26,375,4.23,0,IPO,14
Startup_7835,Africa,SaaS,3,32.11,8.09,40.11,37,20.8,1,Closed,13
Startup_7836,Asia,E-commerce,4,54.83,47.09,1.66,366,13.97,0,Acquired,4
Startup_7837,Asia,AI,5,12.46,49.1,0.43,176,37.91,0,IPO,0
Startup_7838,South America,Healthtech,4,28.92,70.48,12.31,292,9.04,0,Operating,8
Startup_7839,Europe,Edtech,1,1.99,61.86,9.58,220,12.74,0,Acquired,8
Startup_7840,Europe,E-commerce,2,18.02,58.21,3.76,262,20.02,1,Operating,5
Startup_7841,Asia,E-commerce,2,0.27,64.52,3.28,355,23.38,1,Operating,10
Startup_7842,Europe,SaaS,5,6.02,85.53,20.24,139,5.78,1,Closed,1
Startup_7843,USA,Fintech,3,21.91,112.91,3.88,439,29.78,1,IPO,13
Startup_7844,Asia,Biotech,6,3.76,0.17,8.99,217,10.17,0,Acquired,4
Startup_7845,Europe,SaaS,7,4.47,54.86,5.54,322,13.97,0,Operating,13
Startup_7846,USA,Healthtech,4,1.27,141.69,7.5,490,12.84,1,IPO,5
Startup_7847,South America,SaaS,6,27.52,70.91,21.91,272,14.02,0,Closed,14
Startup_7848,Europe,Edtech,1,11.88,4.24,5.94,327,30.31,0,Acquired,8
Startup_7849,USA,AI,4,43.78,66.65,17.46,244,23.8,0,Closed,0
Startup_7850,Africa,Biotech,7,9.0,14.56,9.22,84,24.39,0,Acquired,7
Startup_7851,Africa,Edtech,6,11.43,10.17,4.52,282,10.38,0,Closed,14
Startup_7852,USA,AI,0,13.66,11.36,0.25,463,11.78,1,Operating,12
Startup_7853,Asia,Edtech,5,39.45,179.02,11.01,427,30.29,0,Acquired,1
Startup_7854,Asia,Biotech,4,6.91,53.81,11.93,146,8.55,0,Closed,2
Startup_7855,Europe,SaaS,2,1.06,190.51,49.55,238,27.74,0,Acquired,12
Startup_7856,Africa,Edtech,4,19.73,93.93,12.41,81,20.6,1,Operating,12
Startup_7857,Asia,SaaS,4,34.94,129.44,17.13,276,21.68,1,Operating,13
Startup_7858,Asia,Biotech,5,16.25,40.48,1.83,352,46.07,0,Operating,0
Startup_7859,Africa,SaaS,2,7.73,21.44,14.39,75,14.31,0,Operating,6
Startup_7860,South America,Healthtech,1,19.91,67.07,4.34,278,14.52,1,Operating,3
Startup_7861,Asia,SaaS,2,94.22,0.91,39.12,339,9.49,1,Operating,14
Startup_7862,USA,Fintech,4,17.07,51.61,6.01,214,25.25,0,Operating,6
Startup_7863,Europe,Edtech,3,7.57,156.73,6.25,51,28.68,1,Operating,8
Startup_7864,Asia,Biotech,4,5.58,93.5,6.88,207,7.43,0,Acquired,2
Startup_7865,Asia,E-commerce,2,126.7,10.5,3.68,463,29.39,0,Operating,2
Startup_7866,South America,E-commerce,3,38.0,6.85,4.77,55,7.04,0,Operating,9
Startup_7867,USA,E-commerce,2,6.56,87.57,4.98,43,8.52,0,IPO,5
Startup_7868,Europe,Biotech,3,6.09,2.74,7.19,149,6.22,0,IPO,7
Startup_7869,Asia,Fintech,5,32.56,268.07,1.52,108,12.73,0,Acquired,12
Startup_7870,Europe,SaaS,3,97.29,31.5,9.1,376,25.87,0,Acquired,12
Startup_7871,Africa,Edtech,5,12.53,131.27,7.74,64,18.85,0,Acquired,7
Startup_7872,Asia,AI,3,5.16,83.37,40.32,266,22.76,1,IPO,12
Startup_7873,Asia,AI,1,5.24,59.76,20.75,50,4.24,1,Operating,10
Startup_7874,Africa,Biotech,5,31.93,11.52,6.21,329,10.22,0,Closed,14
Startup_7875,South America,Healthtech,4,18.58,4.48,11.98,293,28.87,1,Operating,10
Startup_7876,Asia,Fintech,4,20.09,53.31,10.66,345,26.86,0,IPO,4
Startup_7877,Europe,Edtech,2,4.32,10.52,2.68,121,33.64,0,IPO,5
Startup_7878,USA,SaaS,5,2.8,88.22,4.05,187,10.02,0,IPO,3
Startup_7879,Europe,E-commerce,4,0.21,3.47,0.34,125,34.12,1,Acquired,0
Startup_7880,South America,Fintech,5,49.35,37.1,1.01,205,36.63,1,Operating,14
Startup_7881,USA,Fintech,5,8.77,27.41,3.71,165,11.98,1,Acquired,3
Startup_7882,Europe,Edtech,2,28.37,129.42,15.06,201,1.36,1,Operating,1
Startup_7883,Europe,Biotech,0,43.16,114.39,12.58,280,3.52,1,Closed,14
Startup_7884,Africa,SaaS,4,18.25,63.7,33.31,155,1.31,0,Operating,4
Startup_7885,South America,Biotech,1,11.04,70.39,4.57,297,27.22,0,Operating,11
Startup_7886,Africa,Biotech,4,0.79,61.3,4.2,486,21.54,1,Operating,8
Startup_7887,USA,Healthtech,6,8.22,56.17,1.09,468,1.41,0,Acquired,5
Startup_7888,Africa,Biotech,0,7.76,289.55,15.49,260,34.12,0,Operating,13
Startup_7889,South America,SaaS,3,16.71,66.6,1.81,178,8.4,1,IPO,9
Startup_7890,Asia,Healthtech,1,28.88,145.55,30.66,287,39.44,0,Operating,5
Startup_7891,Asia,Healthtech,4,24.83,28.74,3.79,323,15.74,1,Closed,4
Startup_7892,USA,E-commerce,3,40.79,313.94,10.42,392,24.75,0,Operating,9
Startup_7893,Asia,E-commerce,5,0.96,47.66,5.99,318,15.35,0,Operating,9
Startup_7894,Africa,Edtech,1,18.58,117.66,2.54,275,13.65,0,Operating,3
Startup_7895,USA,SaaS,1,4.19,4.77,6.09,344,11.71,1,Closed,9
Startup_7896,South America,Biotech,4,71.9,47.15,3.94,318,30.47,0,Operating,8
Startup_7897,USA,Healthtech,3,10.52,246.66,9.82,439,11.26,0,Operating,14
Startup_7898,USA,Edtech,0,19.56,3.44,8.01,239,9.04,1,Operating,0
Startup_7899,Europe,Healthtech,3,8.66,146.92,0.86,64,15.6,0,IPO,8
Startup_7900,Europe,Fintech,3,4.97,7.89,0.75,201,3.38,0,Operating,10
Startup_7901,USA,AI,4,23.29,277.58,33.59,236,37.69,0,Operating,9
Startup_7902,Asia,AI,4,56.02,17.05,3.59,388,15.21,0,Operating,9
Startup_7903,Europe,Healthtech,2,1.23,78.91,0.95,84,0.47,0,Acquired,5
Startup_7904,South America,Edtech,1,34.89,1.41,2.01,422,2.59,0,Operating,10
Startup_7905,Africa,E-commerce,6,8.36,16.9,1.68,115,13.43,0,Acquired,5
Startup_7906,Europe,SaaS,4,2.58,46.22,2.36,466,26.27,1,Operating,10
Startup_7907,USA,Healthtech,5,24.98,12.89,0.48,351,11.38,1,Operating,5
Startup_7908,Asia,Healthtech,2,1.72,71.51,2.2,198,52.15,1,Operating,10
Startup_7909,Africa,SaaS,6,26.02,56.3,28.36,253,22.16,1,IPO,8
Startup_7910,Europe,Biotech,2,11.45,234.87,8.49,161,13.07,0,Operating,5
Startup_7911,Asia,E-commerce,1,3.6,43.89,3.93,9,33.14,1,IPO,5
Startup_7912,Asia,Healthtech,1,3.42,73.08,15.58,96,33.01,1,Operating,12
Startup_7913,Asia,Fintech,2,27.58,3.87,22.62,6,8.39,1,IPO,14
Startup_7914,USA,E-commerce,2,35.24,2.2,0.73,230,11.24,1,Operating,14
Startup_7915,South America,Fintech,1,23.14,43.57,4.22,263,23.88,1,IPO,14
Startup_7916,Asia,AI,2,25.52,211.17,17.07,45,6.07,0,Operating,2
Startup_7917,Africa,SaaS,1,37.7,15.65,9.34,154,26.31,1,IPO,1
Startup_7918,Europe,E-commerce,0,11.19,0.09,11.47,66,4.36,1,IPO,1
Startup_7919,Africa,Biotech,3,3.67,20.85,8.2,373,6.12,0,Operating,12
Startup_7920,USA,E-commerce,0,9.47,67.18,0.86,308,0.37,0,Operating,9
Startup_7921,USA,Edtech,5,77.54,81.04,19.02,478,10.71,0,Operating,0
Startup_7922,Africa,Edtech,3,11.9,75.95,2.72,375,30.76,1,IPO,12
Startup_7923,South America,SaaS,4,51.51,4.22,1.09,393,23.36,0,Operating,3
Startup_7924,USA,Biotech,5,24.26,73.66,4.15,136,6.78,0,Acquired,12
Startup_7925,USA,E-commerce,2,26.77,4.26,13.68,489,19.79,1,Operating,10
Startup_7926,Africa,AI,4,4.22,217.78,21.2,293,27.76,0,Operating,0
Startup_7927,USA,Biotech,3,9.2,23.14,10.51,85,17.98,0,IPO,6
Startup_7928,South America,Healthtech,1,26.36,59.13,4.43,54,11.37,0,Operating,0
Startup_7929,South America,SaaS,5,21.32,33.13,13.03,119,32.58,0,Operating,2
Startup_7930,South America,Biotech,3,39.7,13.76,14.55,268,4.16,0,Acquired,4
Startup_7931,Europe,SaaS,5,4.71,47.19,25.64,436,30.63,0,IPO,13
Startup_7932,South America,Biotech,2,27.59,0.8,1.26,401,19.55,0,Acquired,1
Startup_7933,South America,Edtech,4,0.8,35.18,1.51,286,10.34,0,Operating,6
Startup_7934,Europe,AI,3,7.13,1.99,5.73,439,22.61,0,IPO,7
Startup_7935,Asia,SaaS,3,19.91,41.94,4.16,295,10.43,1,Closed,5
Startup_7936,USA,AI,1,78.29,30.56,14.79,179,25.3,1,Acquired,1
Startup_7937,South America,SaaS,2,90.89,112.56,8.88,240,17.87,0,Closed,7
Startup_7938,USA,Edtech,3,11.57,169.07,1.01,243,8.37,0,Operating,4
Startup_7939,Africa,Healthtech,5,28.94,52.65,7.65,493,28.32,0,Operating,11
